,genes,logFC,AveExpr,t,P.Value,adj.P.Val,expr
S100A12,S100A12,1.41691412839697,1.82193169562819,5.24602448478034,6.99040009266832e-05,0.00439532953844295,up
ANXA1,ANXA1,0.397497197905298,10.4254185217345,5.24166728797543,7.05283648679336e-05,0.00440394796542225,non
FXYD5,FXYD5,0.382949934149735,9.2090135550623,5.24076639703335,7.06581716584947e-05,0.00440394796542225,non
LAMC2,LAMC2,0.346672158905338,12.8725110579356,5.22566730525956,7.28706921656151e-05,0.00452210169252097,non
FOXO1,FOXO1,-0.572448668797482,4.62454250226168,-5.21777995009789,7.40546501684201e-05,0.00457473160858418,non
IRF7,IRF7,1.43201293228419,1.77665630705676,5.21576795090491,7.43598215645996e-05,0.00457473160858418,up
FKBP5,FKBP5,-0.442454686003461,7.37984679498793,-5.21307953514776,7.47696077378861e-05,0.00458020004825257,non
SAMD9L,SAMD9L,0.781886375210122,4.07528750451418,5.19566944476124,7.74801658211934e-05,0.00471568736650079,up
PTAFR,PTAFR,0.390381008763897,7.04936068567305,5.19464886315874,7.76421587001812e-05,0.00471568736650079,non
NCF2,NCF2,0.558998853391257,4.9327289194531,5.18997872411541,7.83878837158901e-05,0.00474080620456313,non
