,genes,logFC,AveExpr,t,P.Value,adj.P.Val,expr
SP140L,SP140L,1.98316256426694,4.30367324934752,8.33810104831039,7.86767518514814e-17,1.03673874237978e-14,up
HERC6,HERC6,2.0141890945602,4.19082995158568,8.32186512984823,9.02129595753447e-17,1.17587711212144e-14,up
RNF213,RNF213,1.535760865699,8.94602231604095,8.32109297757919,9.08013213993389e-17,1.17587711212144e-14,up
HES4,HES4,1.82642945841015,4.81141500553411,8.24338810098149,1.74144176822088e-16,2.2358921574542e-14,up
SPHK1,SPHK1,2.37624402548844,3.18999680533572,8.20365699075005,2.42394526566842e-16,3.08580557465009e-14,up
CFB,CFB,1.51478679501089,8.41799803373524,8.19183913234669,2.67368710500938e-16,3.37513678079419e-14,up
SOCS1,SOCS1,4.39694444168662,1.20310587404868,8.13145590162261,4.40336855329455e-16,5.51228353396589e-14,up
CCND1,CCND1,1.49498313394223,7.62726451095555,8.04151620621588,9.19691203637759e-16,1.14178522818565e-13,up
EPHB2,EPHB2,1.61152292079575,5.70540416503757,7.97637948867971,1.5600654129686e-15,1.92092644537822e-13,up
TM4SF4,TM4SF4,-1.62158618925604,6.44954024959922,-7.94028371190922,2.08710640429757e-15,2.54898474840309e-13,down
FTSJD2,FTSJD2,1.60106630902005,5.65462773947284,7.8912532002085,3.09281795507539e-15,3.74679930009214e-13,up
RBCK1,RBCK1,1.45593929016798,8.64643381320977,7.87997551308619,3.38452972611441e-15,4.06739244365525e-13,up
NMI,NMI,1.62389504366618,5.31885788830333,7.75985037939942,8.77177977754413e-15,1.04579107792276e-12,up
OSMR,OSMR,1.43822078263078,7.78834480282785,7.74899748684544,9.55326750726463e-15,1.12999357869393e-12,up
STC2,STC2,1.54170754109896,5.91543740881568,7.74596160875227,9.78387613180994e-15,1.14822958790663e-12,up
LGALS3BP,LGALS3BP,1.42623906256266,9.12621028116797,7.7339350386419,1.07524997563601e-14,1.25212442899257e-12,up
PPM1K,PPM1K,3.30437511894713,1.66078927975553,7.70075137897068,1.39416269718802e-14,1.61100861824296e-12,up
SPDEF,SPDEF,-1.86081011848548,4.82797994278451,-7.56962931564543,3.85007760271192e-14,4.41495158381209e-12,down
PTGES,PTGES,1.43141564027322,6.91905554493985,7.56783231023393,3.90359451104924e-14,4.4424088443168e-12,up
SAT1,SAT1,1.3837050821255,9.80282728500478,7.52475569770107,5.42959359468939e-14,6.1325830811597e-12,up
CITED4,CITED4,1.70762961083834,4.61494783405646,7.52078103878353,5.59693238704502e-14,6.27441181479032e-12,up
CD274,CD274,2.85374171387958,2.03778926941854,7.506077385276,6.26122443952225e-14,6.96711952077802e-12,up
NKX2-8,NKX2-8,2.29649546085737,2.89287976796839,7.49305247184416,6.91401873959266e-14,7.63694040486478e-12,up
GATSL3,GATSL3,1.6255554283512,4.95909160325919,7.47443169884195,7.96491715756124e-14,8.67693942136999e-12,up
GGT5,GGT5,2.24064814381866,2.99929166513949,7.47432956993776,7.97109333077526e-14,8.67693942136999e-12,up
